StandardizedName	StrainName	Paper	SRA	Coverage	GeographicOrigin	EcoOrigin	Country	Continent	Comment	PositionOnTree	Clade	SuperClade	Ploidy	NbHetSNPs	Heterozygosity	Zygosity	Aneuploidy
XTRA_EDI	beer089	Gallone et al. 2016	SRR5688231	103.605	Germany	Beer	Germany	Europe		1748.0	19. UK Beer	S2. Beer	4	32253.0	0.00344253	Heterozygous	aneu;-1*4;+3*5;
XTRA_EDJ	beer090	Gallone et al. 2016	SRR5688233	142.386	United Kingdom: England	Beer	United Kingdom	Europe		1728.0	19. UK Beer	S2. Beer	4	30992.0	0.00330794	Heterozygous	aneu;+1*1;+2*3;+1*9;
XTRA_EDK	beer091	Gallone et al. 2016	SRR5688235	218.199	Germany	Beer	Germany	Europe		1364.0	12. Belgium Beer 1		2	15040.0	0.0016053	Heterozygous	aneu;+2*1;+2*10;+1*11;+2*12;+2*14;+2*15;+2*2;+2*3;+2*5;+2*6;+1*7;+2*8;+2*9;
XTRA_EDL	beer092	Gallone et al. 2016	SRR5688237	153.325	Belgium	Beer	Belgium	Europe		1352.0	12. Belgium Beer 1		4	8555.0	0.00091312	Heterozygous	aneu;+5*1;+3*11;+3*3;+5*5;+5*6;
XTRA_EDM	beer093	Gallone et al. 2016	SRR5688239	175.572	Germany	Beer	Germany	Europe		1649.0		S2. Beer	4	21270.0	0.00227026	Heterozygous	aneu;+1*11;+2*9;
XTRA_EDN	beer094	Gallone et al. 2016	SRR5688241	120.941	Germany	Beer	Germany	Europe		1731.0	19. UK Beer	S2. Beer	4	31111.0	0.00332064	Heterozygous	aneu;+2*2;-1*4;+2*9;
XTRA_EDO	beer095	Gallone et al. 2016	SRR5688243	209.802		Beer				1643.0		S2. Beer	4	40006.0	0.00427005	Heterozygous	aneu;+1*1;-1*13;+1*3;-2*4;+1*6;
XTRA_EDP	beer096	Gallone et al. 2016	SRR5688245	244.448		Beer				1644.0		S2. Beer	4	40005.0	0.00426994	Heterozygous	aneu;+1*1;-2*12;-1*13;+1*3;-1*4;+2*6;
XTRA_EDQ	beer097	Gallone et al. 2016	SRR5688247	242.645		Beer				1642.0		S2. Beer	4	40007.0	0.00427015	Heterozygous	aneu;+1*1;-1*13;+1*3;-2*4;+2*6;
XTRA_EDR	beer098	Gallone et al. 2016	SRR5688249	252.453	USA	Beer	USA	North America		1709.0	19. UK Beer	S2. Beer	4	23125.0	0.00246825	Heterozygous	aneu;-1*4;+1*6;
XTRA_EDS	beer099	Gallone et al. 2016	SRR5688251	314.309	United Kingdom: England	Beer	United Kingdom	Europe		1734.0	19. UK Beer	S2. Beer	4	31916.0	0.00340656	Heterozygous	aneu;+1*1;-2*12;+2*3;-1*4;+1*6;
XTRA_EDT	beer100	Gallone et al. 2016	SRR5688253	185.097	United Kingdom: England	Beer	United Kingdom	Europe		1762.0	19. UK Beer	S2. Beer	4	33130.0	0.00353614	Heterozygous	aneu;+2*2;+1*3;-1*4;-1*7;
XTRA_EDU	beer101	Gallone et al. 2016	SRR5688255	171.674	United Kingdom: England	Beer	United Kingdom	Europe		1754.0	19. UK Beer	S2. Beer	4	32823.0	0.00350337	Heterozygous	euploid
XTRA_EDV	beer102	Gallone et al. 2016	SRR5688257	211.562	USA	Beer	USA	North America		1710.0	19. UK Beer	S2. Beer	4	23602.0	0.00251916	Heterozygous	aneu;-1*4;+1*6;
XTRA_EDW	laboratory002	Gallone et al. 2016	SRR5688259	256.543	not applicable	Lab				2078.0	24. Lab Strains		?	17.0	1.81e-06	Homozygous	aneu;+1*1;
XTRA_EDX	spirits008	Gallone et al. 2016	SRR5688261	147.313	United Kingdom: Scotland	Spirits	United Kingdom	Europe		1641.0		S2. Beer	3	38450.0	0.00410397	Heterozygous	euploid
XTRA_EDY	spirits009	Gallone et al. 2016	SRR5688263	150.664	USA	Spirits	USA	North America		1843.0		S2. Beer	3	31951.0	0.0034103	Heterozygous	aneu;+1*11;+1*15;+1*2;+2*6;
XTRA_EDZ	spirits010	Gallone et al. 2016	SRR5688265	158.658		Spirits				1639.0			3	37971.0	0.00405284	Heterozygous	aneu;-1*4;
XTRA_EEA	spirits011	Gallone et al. 2016	SRR5688267	185.591		Spirits				732.0	7. AU Wine 3	S1. Wine	2	3256.0	0.00034753	Heterozygous	aneu;+1*8;
XTRA_EEB	wild005	Gallone et al. 2016	SRR5688269	110.067	Denmark	Wild	Denmark	Europe		1928.0	21. Mixed Origins 2	S2. Beer	4	52698.0	0.00562473	Heterozygous	aneu;+2*1;+1*3;+1*6;
XTRA_EEC	wild006	Gallone et al. 2016	SRR5688271	204.156	Denmark	Wild	Denmark	Europe		1929.0	21. Mixed Origins 2	S2. Beer	4	52898.0	0.00564608	Heterozygous	aneu;+3*1;+1*14;+1*3;+2*5;+5*6;
XTRA_EED	wild007	Gallone et al. 2016	SRR5688273	168.624	Denmark	Wild	Denmark	Europe		1930.0	21. Mixed Origins 2	S2. Beer	4	52854.0	0.00564138	Heterozygous	aneu;+2*1;-1*4;
XTRA_EEE	wine019	Gallone et al. 2016	SRR5688275	100.286		Wine				1334.0	11. Brazilian Bioethanol		?	220.0	2.35e-05	Homozygous	aneu;+1*3;
XTRA_EEF	FJ7	Duan et al. 2018	SRR7851676	255.664	China:Wuyi Mountain, Fujian	Bark of Hovenia acerba, primeval forest	China	Asia		2773.0	35. Chinese Wild	S4. Wild	?	74.0	7.9e-06	Homozygous	euploid
XTRA_EEG	F3-4	Duan et al. 2018	SRR7851677	243.389	China:Bayangaole, Inner Mongolia	Fermented mare's milk (kumis)	Mongolia	Asia		1402.0	13. French Dairy		2	12869.0	0.00137358	Heterozygous	euploid
XTRA_EEH	JZ1-4	Duan et al. 2018	SRR7851678	182.194	China:Jiangzi, Tibet	Fermented cow milk	China	Asia		1409.0	13. French Dairy		2	24396.0	0.00260391	Heterozygous	euploid
XTRA_EEI	LM1-2	Duan et al. 2018	SRR7851679	231.265	China:Naqu, Tibet	Fermented yak milk	China	Asia		1392.0	13. French Dairy		3	24210.0	0.00258406	Heterozygous	euploid
XTRA_EEJ	NQ13-1	Duan et al. 2018	SRR7851680	207.782	China:Naqu, Tibet	Fermented mixed goat and yak milk	China	Asia		1393.0	13. French Dairy		3	24499.0	0.00261491	Heterozygous	euploid
XTRA_EEK	QH1-3	Duan et al. 2018	SRR7851681	239.279	China:Hainan prefecture, Qinghai	Fermented yak milk	China	Asia		1384.0			3	30015.0	0.00320366	Heterozygous	euploid
XTRA_EEL	QH21-3	Duan et al. 2018	SRR7851682	207.919	China:Delingha, Qinghai	Fermented yak milk	China	Asia		1385.0			3	26169.0	0.00279315	Heterozygous	aneu;+1*1;
XTRA_EEM	QH25-4	Duan et al. 2018	SRR7851683	253.43	China:Delingha, Qinghai	Fermented mixed goat and yak milk	China	Asia		1383.0			3	27960.0	0.00298432	Heterozygous	aneu;+1*1;+1*3;+1*6;
XTRA_EEN	QH45-2	Duan et al. 2018	SRR7851684	161.768	China:Haibei prefecture, Qinghai	Fermented yak milk	China	Asia		1382.0			3	29087.0	0.00310461	Heterozygous	euploid
XTRA_EEO	WM7-1	Duan et al. 2018	SRR7851685	225.576	Mongolia	Fermented goat milk	Mongolia	Asia		1381.0	13. French Dairy		2	4772.0	0.00050934	Heterozygous	aneu;+1*1;+1*3;+1*6;+1*9;
XTRA_EEP	WM11-3	Duan et al. 2018	SRR7851686	181.182	Mongolia	Fermented mixed goat and yak milk	Mongolia	Asia		1390.0	13. French Dairy		3	24507.0	0.00261576	Heterozygous	euploid
XTRA_EEQ	BJ16	Duan et al. 2018	SRR7851687	164.516	China:Dongling Mountain, Beijing	Bark of Quercus wutaishanica, secondary forest	China	Asia		2757.0	35. Chinese Wild	S4. Wild	?	133.0	1.42e-05	Homozygous	euploid
XTRA_EER	BJ15	Duan et al. 2018	SRR7851688	142.265	China:Dongling Mountain, Beijing	Bark of Quercus wutaishanica, secondary forest	China	Asia		2758.0	35. Chinese Wild	S4. Wild	?	173.0	1.85e-05	Homozygous	euploid
XTRA_EES	BJ18	Duan et al. 2018	SRR7851689	183.43	China:Dongling Mountain, Beijing	Bark of Quercus wutaishanica, secondary forest	China	Asia		2746.0	35. Chinese Wild	S4. Wild	?	191.0	2.04e-05	Homozygous	euploid
XTRA_EET	BJ17	Duan et al. 2018	SRR7851690	248.204	China:Dongling Mountain, Beijing	Bark of Quercus wutaishanica, secondary forest	China	Asia		2747.0	35. Chinese Wild	S4. Wild	?	181.0	1.93e-05	Homozygous	euploid
XTRA_EEU	BJ19	Duan et al. 2018	SRR7851692	341.898	China:Dongling Mountain, Beijing	Bark of Quercus wutaishanica, secondary forest	China	Asia		2759.0	35. Chinese Wild	S4. Wild	?	128.0	1.37e-05	Homozygous	euploid
XTRA_EEV	BJ22	Duan et al. 2018	SRR7851693	150.021	China:Dongling Mountain, Beijing	Bark of Carya cathayensis, secondary forest	China	Asia		2755.0	35. Chinese Wild	S4. Wild	?	156.0	1.67e-05	Homozygous	aneu;+2*1;+1*3;
XTRA_EEW	BJ21	Duan et al. 2018	SRR7851694	188.443	China:Dongling Mountain, Beijing	Bark of Carya cathayensis, secondary forest	China	Asia		2752.0	35. Chinese Wild	S4. Wild	?	137.0	1.46e-05	Homozygous	euploid
XTRA_EEX	BJ24	Duan et al. 2018	SRR7851695	145.245	China:Dongling Mountain, Beijing	Bark of Ulmus macrocarpa, secondary forest	China	Asia		2756.0	35. Chinese Wild	S4. Wild	?	137.0	1.46e-05	Homozygous	euploid
XTRA_EEY	BJ23	Duan et al. 2018	SRR7851696	97.7076	China:Dongling Mountain, Beijing	Bark of Ulmus macrocarpa, secondary forest	China	Asia	Single-End reads	2751.0	35. Chinese Wild	S4. Wild	?	109.0	1.16e-05	Homozygous	aneu;+1*1;
XTRA_EEZ	NGS21L.1	Duan et al. 2018	SRR7851697	218.212	China:Nangong Mountain, Hubei	Bark, primeval forest	China	Asia		2730.0		S4. Wild	?	63.0	6.72e-06	Homozygous	euploid
XTRA_EFA	BJ25	Duan et al. 2018	SRR7851698	122.426	China:Dongling Mountain, Beijing	Bark of Ulmus macrocarpa, secondary forest	China	Asia		2749.0	35. Chinese Wild	S4. Wild	?	173.0	1.85e-05	Homozygous	euploid
XTRA_EFB	JZ10.1	Duan et al. 2018	SRR7851699	174.876	China:Guangyuan, Sichuan	Dry fermented dough	China	Asia		2508.0	30. Mantou	S3. Asian Fermentation	3	7044.0	0.00075184	Heterozygous	euploid
XTRA_EFC	LJQ13.C7	Duan et al. 2018	SRR7851700	120.865	China:Yanan, Shanxi	Fermenting dough	China	Asia		2531.0	30. Mantou	S3. Asian Fermentation	2	7715.0	0.00082346	Heterozygous	euploid
XTRA_EFD	JT94.11	Duan et al. 2018	SRR7851701	181.581	China:Shangqiu, Henan	Dry fermented dough	China	Asia		2509.0	30. Mantou	S3. Asian Fermentation	2	9849.0	0.00105124	Heterozygous	euploid
XTRA_EFE	JTHB1	Duan et al. 2018	SRR7851702	242.313	China:Chengcheng, Shanxi	Dry fermented dough	China	Asia		2518.0	30. Mantou	S3. Asian Fermentation	2	4640.0	0.00049525	Heterozygous	euploid
XTRA_EFF	JT49.1	Duan et al. 2018	SRR7851703	205.078	China:Zhouzhi, Shanxi	Dry fermented dough	China	Asia		2522.0	30. Mantou	S3. Asian Fermentation	2	7499.0	0.00080041	Heterozygous	euploid
XTRA_EFG	JT49.3	Duan et al. 2018	SRR7851704	202.356	China:Xian, Shanxi	Dry fermented dough	China	Asia		2523.0	30. Mantou	S3. Asian Fermentation	2	5619.0	0.00059975	Heterozygous	euploid
XTRA_EFH	JT21.3	Duan et al. 2018	SRR7851705	152.917	China:Chengcheng, Shanxi	Dry fermented dough	China	Asia		2538.0	30. Mantou	S3. Asian Fermentation	2	1549.0	0.00016533	Heterozygous	euploid
XTRA_EFI	JT43.1	Duan et al. 2018	SRR7851706	148.827	China:Baoji, Shanxi	Dry fermented dough	China	Asia		2539.0	30. Mantou	S3. Asian Fermentation	3	4736.0	0.0005055	Heterozygous	euploid
XTRA_EFJ	JT10.10	Duan et al. 2018	SRR7851707	88.151	China:Huiyang, Shanxi	Dry fermented dough	China	Asia		2536.0	30. Mantou	S3. Asian Fermentation	2	2781.0	0.00029683	Heterozygous	euploid
XTRA_EFK	JT21.1	Duan et al. 2018	SRR7851708	169.761	China:Chengcheng, Shanxi	Dry fermented dough	China	Asia		2540.0	30. Mantou	S3. Asian Fermentation	3	3668.0	0.00039151	Heterozygous	aneu;+1*1;
XTRA_EFL	FJ4	Duan et al. 2018	SRR7851709	228.29	China:Wuyi Mountain, Fujian	Bark of Castanea mollissima, planted tree	China	Asia		2874.0	37. Taiwan Wild 1	S4. Wild	?	110.0	1.17e-05	Homozygous	euploid
XTRA_EFM	CJM19.6	Duan et al. 2018	SRR7851710	251.566	China:Yuncheng, Shandong	Fermenting dough	China	Asia		2324.0	28. Baiju	S3. Asian Fermentation	3	36091.0	0.00385218	Heterozygous	aneu;+3*1;+2*3;+2*6;+1*9;
XTRA_EFN	CJM19.5	Duan et al. 2018	SRR7851711	129.146	China:Yuncheng, Shandong	Fermenting dough	China	Asia		2326.0	28. Baiju	S3. Asian Fermentation	3	32070.0	0.003423	Heterozygous	aneu;+1*12;
XTRA_EFO	WL3	Duan et al. 2018	SRR7851712	131.646	China:Wulanchabu, Inner Mongolia	Fermenting dough	Mongolia	Asia		2250.0			3	35010.0	0.0037368	Heterozygous	aneu;+3*1;+1*11;+3*3;+1*5;+3*6;+1*8;+2*9;
XTRA_EFP	BT4	Duan et al. 2018	SRR7851713	215.084	China:Baotou, Inner Mongolia	Fermenting dough	Mongolia	Asia		2253.0			3	37215.0	0.00397215	Heterozygous	aneu;+1*12;
XTRA_EFQ	BT3	Duan et al. 2018	SRR7851714	213.565	China:Baotou, Inner Mongolia	Fermenting dough	Mongolia	Asia		2249.0			3	29533.0	0.00315221	Heterozygous	aneu;+3*1;+3*3;+1*5;+3*6;+2*8;+2*9;
XTRA_EFR	BT2.8	Duan et al. 2018	SRR7851715	227.509	China:Baotou, Inner Mongolia	Fermenting dough	Mongolia	Asia		2252.0			3	37256.0	0.00397653	Heterozygous	aneu;+2*12;
XTRA_EFS	BT2.6	Duan et al. 2018	SRR7851716	270.253	China:Baotou, Inner Mongolia	Fermenting dough	Mongolia	Asia		2254.0			3	35794.0	0.00382048	Heterozygous	aneu;+1*1;+1*3;+1*6;
XTRA_EFT	BT1.1	Duan et al. 2018	SRR7851717	135.218	China:Baotou, Inner Mongolia	Fermenting dough	Mongolia	Asia		2251.0			3	37205.0	0.00397108	Heterozygous	aneu;+1*12;
XTRA_EFU	XJ7.3	Duan et al. 2018	SRR7851718	157.995	China:Yili, Xinjiang	Fermenting dough	China	Asia		2300.0			2	26400.0	0.00281781	Heterozygous	euploid
XTRA_EFV	XJ2	Duan et al. 2018	SRR7851719	117.817	China:Korla, Xinjiang	Apple, orchard	China	Asia		2286.0			2	1759.0	0.00018775	Heterozygous	euploid
XTRA_EFW	BJ3	Duan et al. 2018	SRR7851720	245.837	China:Shunyi, Beijing	Grape, orchard	China	Asia		2762.0	35. Chinese Wild	S4. Wild	?	94.0	1e-05	Homozygous	euploid
XTRA_EFX	FJ3	Duan et al. 2018	SRR7851721	251.521	China:Wuyi Mountain, Fujian	Bark of Castanea mollissima, planted tree	China	Asia		2877.0	37. Taiwan Wild 1	S4. Wild	?	89.0	9.5e-06	Homozygous	aneu;+1*1;
XTRA_EFY	SX5	Duan et al. 2018	SRR7851722	104.577	China:Qinling Mountain, Shaanxi	Bark of Quercus fabri, primeval forest	China	Asia		2769.0	35. Chinese Wild	S4. Wild	?	98.0	1.05e-05	Homozygous	euploid
XTRA_EFZ	SX6	Duan et al. 2018	SRR7851723	139.477	China:Qinling Mountain, Shaanxi	Bark of Quercus fabri, primeval forest	China	Asia		2765.0	35. Chinese Wild	S4. Wild	?	149.0	1.59e-05	Homozygous	euploid
XTRA_EGA	SX4	Duan et al. 2018	SRR7851725	173.709	China:Qinling Mountain, Shaanxi	Bark of a Fagaceae tree, primeval forest	China	Asia		2766.0	35. Chinese Wild	S4. Wild	?	90.0	9.61e-06	Homozygous	euploid
XTRA_EGB	JXXY16.1	Duan et al. 2018	SRR7851726	237.571	China:Xiangxiyuan, Shennongjia, Hubei	Bark, primeval forest	China	Asia		2787.0	35. Chinese Wild	S4. Wild	?	110.0	1.17e-05	Homozygous	euploid
XTRA_EGC	SX7	Duan et al. 2018	SRR7851728	141.295	China:Qinling Mountain, Shaanxi	Bark of a Fagaceae tree, primeval forest	China	Asia		2763.0	35. Chinese Wild	S4. Wild	?	371.0	3.96e-05	Homozygous	euploid
XTRA_EGD	SX8	Duan et al. 2018	SRR7851729	146.509	China:Qinling Mountain, Shaanxi	Bark of Quercus fabri, primeval forest	China	Asia		2770.0	35. Chinese Wild	S4. Wild	?	101.0	1.08e-05	Homozygous	euploid
XTRA_EGE	JXXY10.1	Duan et al. 2018	SRR7851730	210.91	China:Xiangxiyuan, Shennongjia, Hubei	Bark, primeval forest	China	Asia		2788.0	35. Chinese Wild	S4. Wild	?	114.0	1.22e-05	Homozygous	euploid
XTRA_EGF	BJ14	Duan et al. 2018	SRR7851731	125.824	China:Wuling Mountain, Beijing	Forest soil, secondary forest	China	Asia		2760.0	35. Chinese Wild	S4. Wild	?	356.0	3.8e-05	Homozygous	euploid
XTRA_EGG	XXY30L.2	Duan et al. 2018	SRR7851732	160.182	China:Xiangxiyuan, Shennongjia, Hubei	Bark, primeval forest	China	Asia		2785.0	35. Chinese Wild	S4. Wild	?	107.0	1.14e-05	Homozygous	euploid
XTRA_EGH	JQHG.1	Duan et al. 2018	SRR7851733	179.108	China:Chengcheng, Shanxi	Fermenting dough	China	Asia		2541.0	30. Mantou	S3. Asian Fermentation	3	3833.0	0.00040912	Heterozygous	aneu;+1*11;
XTRA_EGI	JQ8.4	Duan et al. 2018	SRR7851734	143.175	China:Chengcheng, Shanxi	Fermenting dough	China	Asia		2537.0	30. Mantou	S3. Asian Fermentation	2	8911.0	0.00095112	Heterozygous	euploid
XTRA_EGJ	XXY26L.1	Duan et al. 2018	SRR7851735	223.428	China:Xiangxiyuan, Shennongjia, Hubei	Bark, primeval forest	China	Asia		2786.0	35. Chinese Wild	S4. Wild	?	116.0	1.24e-05	Homozygous	euploid
XTRA_EGK	HN6.1	Duan et al. 2018	SRR7851736	154.768	China:Biyang, Henan	Dry fermented dough	China	Asia		2519.0	30. Mantou	S3. Asian Fermentation	2	5515.0	0.00058864	Heterozygous	aneu;+1*1;+1*6;
XTRA_EGL	CJM24.1	Duan et al. 2018	SRR7851737	135.714	China:Yuncheng, Shandong	Fermenting dough	China	Asia		2525.0	30. Mantou	S3. Asian Fermentation	2	6537.0	0.00069773	Heterozygous	euploid
XTRA_EGM	JQ8.3	Duan et al. 2018	SRR7851738	149.0	China:Chengcheng, Shanxi	Fermenting dough	China	Asia		2534.0	30. Mantou	S3. Asian Fermentation	3	10002.0	0.00106757	Heterozygous	aneu;+1*1;
XTRA_EGN	JM28-16	Duan et al. 2018	SRR7851739	98.7153	China:Laiwu, Shandong	Fermenting dough	China	Asia		2510.0	30. Mantou	S3. Asian Fermentation	2	6088.0	0.0006498	Heterozygous	euploid
XTRA_EGO	427	Duan et al. 2018	SRR7851740	361.224	China:Shan, Shandong	Leaf of sorghum crop	China	Asia		2527.0	30. Mantou	S3. Asian Fermentation	2	7980.0	0.00085175	Heterozygous	euploid
XTRA_EGP	229	Duan et al. 2018	SRR7851741	179.402	China:Shan, Shandong	Jujube, orchard	China	Asia		2526.0	30. Mantou	S3. Asian Fermentation	2	5812.0	0.00062035	Heterozygous	euploid
XTRA_EGQ	BJ1	Duan et al. 2018	SRR7851742	197.596	China:Shunyi, Beijing	Pear, orchard	China	Asia		2498.0	30. Mantou	S3. Asian Fermentation	2	4564.0	0.00048714	Heterozygous	euploid
XTRA_EGR	502	Duan et al. 2018	SRR7851743	369.816	China:Shan, Shandong	Leaf of corn crop	China	Asia		2528.0	30. Mantou	S3. Asian Fermentation	2	8954.0	0.00095571	Heterozygous	euploid
XTRA_EGS	BJ8	Duan et al. 2018	SRR7851744	118.411	China:Wuling Mountain, Beijing	Bark of Quercus mongokica, secondary forest	China	Asia		2754.0	35. Chinese Wild	S4. Wild	4	650.0	6.94e-05	Heterozygous	euploid
XTRA_EGT	MLAF.1	Duan et al. 2018	SRR7851745	138.129	China:Yantai, Shandong	Active dry yeast	China	Asia		1833.0	20. Mixed Origins 1	S2. Beer	3	37126.0	0.00396265	Heterozygous	aneu;+2*1;+1*14;+1*3;+1*6;+1*9;
XTRA_EGU	SXJM4.1	Duan et al. 2018	SRR7851746	142.708	China:Yuncheng, Shanxi	Fermenting dough	China	Asia		1834.0	20. Mixed Origins 1	S2. Beer	3	34626.0	0.00369581	Heterozygous	aneu;+1*14;
XTRA_EGV	AF	Duan et al. 2018	SRR7851747	161.243	China:Yantai, Shandong	Active dry yeast	China	Asia		1870.0	20. Mixed Origins 1	S2. Beer	4	48663.0	0.00519405	Heterozygous	euploid
XTRA_EGW	AFB.1	Duan et al. 2018	SRR7851748	224.956	China:Yining, Xinjiang	Active dry yeast	China	Asia		1877.0	20. Mixed Origins 1	S2. Beer	4	50413.0	0.00538084	Heterozygous	aneu;+1*1;+1*3;+1*6;
XTRA_EGX	BJ13	Duan et al. 2018	SRR7851749	356.332	China:Wuling Mountain, Beijing	Rotten wood, secondary forest	China	Asia		1598.0			?	38.0	4.06e-06	Homozygous	euploid
XTRA_EGY	XJ4	Duan et al. 2018	SRR7851750	257.337	China:Korla, Xinjiang	Grape, orchard	China	Asia		2142.0			?	117.0	1.25e-05	Homozygous	euploid
XTRA_EGZ	DBL.1	Duan et al. 2018	SRR7851751	187.919	China:Danbao, Guangdong	Active dry yeast	China	Asia		1839.0	20. Mixed Origins 1	S2. Beer	3	38504.0	0.00410973	Heterozygous	aneu;+2*1;+1*14;+1*6;
XTRA_EHA	LSF.1	Duan et al. 2018	SRR7851752	239.827	China:Mingguang, Anhui	Active dry yeast	China	Asia		1837.0	20. Mixed Origins 1	S2. Beer	3	38761.0	0.00413716	Heterozygous	aneu;+2*1;+1*3;+1*6;
XTRA_EHB	ANG1	Duan et al. 2018	SRR7851753	225.972	China:Yichang, Hubei	Active dry yeast	China	Asia		1878.0	20. Mixed Origins 1	S2. Beer	4	50371.0	0.00537636	Heterozygous	euploid
XTRA_EHC	BS	Duan et al. 2018	SRR7851754	182.797	China:Daqing, Heilongjiang	Active dry yeast	China	Asia		1817.0	20. Mixed Origins 1	S2. Beer	2	21478.0	0.00229246	Heterozygous	aneu;+1*1;+1*9;
XTRA_EHD	FJ9	Duan et al. 2018	SRR7851755	264.961	China:Wuyi Mountain, Fujian	Bark of Castanopsis fordii, primeval forest	China	Asia		2774.0	35. Chinese Wild	S4. Wild	?	81.0	8.65e-06	Homozygous	euploid
XTRA_EHE	FJ8	Duan et al. 2018	SRR7851756	140.973	China:Wuyi Mountain, Fujian	Bark of Cyclobalanopsis nubium, primeval forest	China	Asia		2775.0	35. Chinese Wild	S4. Wild	?	112.0	1.2e-05	Homozygous	euploid
XTRA_EHF	BJ26	Duan et al. 2018	SRR7851757	197.495	China:Dongling Mountain, Beijing	Grape, orchard	China	Asia		2748.0	35. Chinese Wild	S4. Wild	?	135.0	1.44e-05	Homozygous	euploid
XTRA_EHG	FJ2	Duan et al. 2018	SRR7851758	215.565	China:Wuyi Mountain, Fujian	Bark of Castanea mollissima, planted tree	China	Asia		2878.0	37. Taiwan Wild 1	S4. Wild	?	111.0	1.18e-05	Homozygous	aneu;+1*1;+1*12;+1*3;+1*6;
XTRA_EHH	XXYS14.1	Duan et al. 2018	SRR7851759	269.653	China:Xiangxiyuan, Shennongjia, Hubei	Bark, primeval forest	China	Asia		2783.0	35. Chinese Wild	S4. Wild	?	119.0	1.27e-05	Homozygous	euploid
XTRA_EHI	YN6	Duan et al. 2018	SRR7851760	116.132	China:Zixi Mountain, Yunnan	Bark of Castanopsis orthacantha, suburban tree	China	Asia		2960.0		S4. Wild	?	117.0	1.25e-05	Homozygous	euploid
XTRA_EHJ	JL5	Duan et al. 2018	SRR7851761	68.5789	China:Dongling Mountain, Beijing	Bark of Pyrussp., orchard	China	Asia		2739.0	35. Chinese Wild	S4. Wild	?	82.0	8.75e-06	Homozygous	euploid
XTRA_EHK	BJ27	Duan et al. 2018	SRR7851762	217.975	China:Dongling Mountain, Beijing	Grape, orchard	China	Asia		2753.0	35. Chinese Wild	S4. Wild	?	124.0	1.32e-05	Homozygous	euploid
XTRA_EHL	155	Duan et al. 2018	SRR7851763	192.328	China:Shan, Shandong	corn	China	Asia		2524.0	30. Mantou	S3. Asian Fermentation	2	8997.0	0.0009603	Heterozygous	euploid
XTRA_EHM	168	Duan et al. 2018	SRR7851764	320.641	China:Shan, Shandong	Apple, orchard	China	Asia		2529.0	30. Mantou	S3. Asian Fermentation	2	9891.0	0.00105572	Heterozygous	euploid
XTRA_EHN	JXXY1.1	Duan et al. 2018	SRR7851765	227.535	China:Xiangxiyuan, Shennongjia, Hubei	Bark, primeval forest	China	Asia		2731.0		S4. Wild	?	115.0	1.23e-05	Homozygous	euploid
XTRA_EHO	JHBMY20.1	Duan et al. 2018	SRR7851766	167.184	China:Muyu Town, Hubei	Bark, secondary forest	China	Asia		2732.0		S4. Wild	?	136.0	1.45e-05	Homozygous	euploid
XTRA_EHP	GT99.1	Duan et al. 2018	SRR7851767	168.62	China:Gutian Mountain, Zhejiang	Bark, primeval forest	China	Asia		2727.0		S4. Wild	?	77.0	8.22e-06	Homozygous	euploid
XTRA_EHQ	GT39.1	Duan et al. 2018	SRR7851768	212.762	China:Gutian Mountain, Zhejiang	Bark, primeval forest	China	Asia		2728.0		S4. Wild	?	112.0	1.2e-05	Homozygous	euploid
XTRA_EHR	FJSA40.2	Duan et al. 2018	SRR7851769	131.822	China:Fanjing Mountain, Guizhou	Bark, primeval forest	China	Asia		2729.0		S4. Wild	?	94.0	1e-05	Homozygous	euploid
XTRA_EHS	FJ11	Duan et al. 2018	SRR7851770	177.822	China:Wuyi Mountain, Fujian	Waxberry, market	China	Asia		2726.0		S4. Wild	?	129.0	1.38e-05	Homozygous	euploid
XTRA_EHT	HQ3.1	Duan et al. 2018	SRR7851771	300.892	China:Gutian, Fujian	Huangjiu (rice wine) starter with Fermented monascus	China	Asia		2542.0	30. Mantou	S3. Asian Fermentation	2	11507.0	0.0012282	Heterozygous	aneu;+1*1;
XTRA_EHU	JM32.3	Duan et al. 2018	SRR7851772	142.67	China:Bangzhou, Hunan	Huangjiu (rice wine) starter	China	Asia		2588.0	31. Huangjiu	S3. Asian Fermentation	?	51.0	5.44e-06	Homozygous	euploid
XTRA_EHV	JM32.8	Duan et al. 2018	SRR7851773	120.361	China:Bangzhou, Hunan	Huangjiu (rice wine) starter	China	Asia		2589.0	31. Huangjiu	S3. Asian Fermentation	?	96.0	1.02e-05	Homozygous	euploid
XTRA_EHW	JQ10.6	Duan et al. 2018	SRR7851774	194.687	China:Nanyang, Henan	Dry fermented dough	China	Asia		2571.0	31. Huangjiu	S3. Asian Fermentation	2	11158.0	0.00119095	Heterozygous	euploid
XTRA_EHX	MJQ3.1	Duan et al. 2018	SRR7851775	249.487	China:Lishui, Zhejiang	Huangjiu (rice wine) starter	China	Asia		2614.0	31. Huangjiu	S3. Asian Fermentation	2	4067.0	0.00043409	Heterozygous	euploid
XTRA_EHY	MTJZ1	Duan et al. 2018	SRR7851776	226.555	China:Renhuai, Guizhou	Fermented sorghum grain	China	Asia		2603.0	31. Huangjiu	S3. Asian Fermentation	2	4596.0	0.00049056	Heterozygous	aneu;+1*1;+1*3;+1*6;+1*9;
